001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
69269861,MePoLT,20250518141115.0,\\$a0691092583,\\$aMePoLT$cMePoLT$erda,\4$aBH 81 .H35 2002,\4$a111.85,"1\$aHalliwell, Stephen.",10$aThe Aesthetics of Mimesis: Ancient Texts and Modern Problems.,"\1$bPrinceton University Press,$c2002.",\\$a440  p.,\\$aThe Aesthetics of Mimesis: Ancient Texts and Modern Problems by Stephen Halliwell (2002),,,,\\$aYour library,00536     2200181 i 4500
69269867,MePoLT,20250518141115.0,\\$a3110036347,\\$aMePoLT$cMePoLT$erda,\4$aPA 4007 .F9 Z3 1971,\4$a888.1,"1\$aFehling, Detlev.",10$aDie Quellenangaben Bei Herodot: Studien Zur Erzahlkunst Herodots.,,\\$a198  p.,\\$aDie Quellenangaben Bei Herodot: Studien Zur Erzahlkunst Herodots by Detlev Fehling (1971),,,,\\$aYour library,00490     2200169 i 4500
69269889,MePoLT,20250518141115.0,\\$a0691035032,\\$aMePoLT$cMePoLT$erda,\4$aBK 100 .P7 1969,\4$a220,"1\$aPritchard, James B.",10$aAncient Near Eastern Texts Relating to the Old Testament with Supplement.,"\1$aPrinceton University Press (1969), Edition$b 3, Hardcover, 735 pages,$c1969.",\\$a735  p.,\\$aAncient Near Eastern Texts Relating to the Old Testament with Supplement by James B. Pritchard (1969),,,,\\$aYour library,00600     2200181 i 4500
69269899,MePoLT,20250518141116.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4007 .Z5 A 1960,\4$a938.03,"1\$aPowell, J. Enoch.",10$aA Lexicon to Herodotus.,,,\\$aA Lexicon to Herodotus by J. Enoch Powell (1960),,,,\\$aYour library,00357     2200145 i 4500
69269915,MePoLT,20250518141116.0,\\$a0520062264,\\$aMePoLT$cMePoLT$erda,\4$aPA 3968 .D62 Z78 1988,\4$a884.01,"1\$aMacCoull, Leslie S. B.",10$aDioscorus of Aphrodito: His Work and His World.,"\1$bUniversity of California Press,$c1989.",\\$a225  p.,\\$aDioscorus of Aphrodito: His Work and His World by Leslie S. B. MacCoull (1989),,,,\\$aYour library,00525     2200181 i 4500
69269923,MePoLT,20250518141116.0,\\$a0500201986,\\$aMePoLT$cMePoLT$erda,\4$aNB 90 .B63 1985,\4$a733.3,"1\$aBoardman, John.","10$aGreek Sculpture: The Classical Period, a Handbook (World of Art).","\1$bThames & Hudson,$c1985.",\\$a252  p.,"\\$aGreek Sculpture: The Classical Period, a Handbook (World of Art) by John Boardman (1985)",,,,\\$aYour library,00524     2200181 i 4500
69269946,MePoLT,20250518141116.0,\\$a0718104811,\\$aMePoLT$cMePoLT$erda,\4$aNB 85 .H24 1967,\4$a733,"1\$aHanfmann, George M A.",10$aClassical Sculpture (Hist. of W. Sculpture S).,"\1$aM Joseph (1967), Edition$b 1St Edition, Hardcover, 352 pages,$c1967.",\\$a352  p.,\\$aClassical Sculpture (Hist. of W. Sculpture S) by George M A Hanfmann (1967),,,,\\$aYour library,00541     2200181 i 4500
69269954,MePoLT,20250518141116.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 8 .F67 1983,\4$a949.5,"1\$aFornara, Charles William.",10$aNature of History in Ancient Greece and Rome.,"\1$bCalifornia,$c1983.",,\\$aNature of History in Ancient Greece and Rome by Charles William Fornara (1983),,,,\\$aYour library,00447     2200157 i 4500
69269966,MePoLT,20250518141116.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3893 .E6 1894 (copy 2),\4$a171.3,1\$aAristotle.,10$aAristotelis Ethica Nicomachea.,,\\$a264  p.,\\$aAristotelis Ethica Nicomachea by Aristotle (1894),,,,\\$aYour library,00388     2200157 i 4500
69269972,MePoLT,20250518141116.0,\\$a9004097678,\\$aMePoLT$cMePoLT$erda,\4$aBS 2585.6 .L3 .L36 1993,\4$a226.306,"1\$aElliott, J. K.",10$aThe Language and Style of the Gospel of Mark (Supplements to Novum Testamentum).,"\1$bBrill Academic Publishers,$c1993.",\\$a254  p.,\\$aThe Language and Style of the Gospel of Mark (Supplements to Novum Testamentum) by J. K. Elliott (1993),,,,\\$aYour library,00573     2200181 i 4500
69269995,MePoLT,20250518141116.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 8 .M73 1966,\4$a907.2,"1\$aMomigliano, A.D.",10$aStudies in Historiography.,"\1$aHarper (1966), Edition$b 1st THUS, Paperback,$c1966.",,\\$aStudies in Historiography by A.D. Momigliano (1966),,,,\\$aYour library,00426     2200157 i 4500
69270007,MePoLT,20250518141116.0,,\\$aMePoLT$cMePoLT$erda,\4$aBL 1550 .B58 1938 ,,"1\$aBidez, Joseph.","10$aLes Mages Hellenises: Zoroastre Ostanes Et Hystaspe D&#039;apres La Tradition Grecque, Tome I Et Ii (2 Volumes).","\1$bSociete d&#039;Edition Les Belles Lettres,$c1973.",,"\\$aLes Mages Hellenises: Zoroastre Ostanes Et Hystaspe D&#039;apres La Tradition Grecque, Tome I Et Ii (2 Volumes) by Joseph Bidez (1973)",,\\$a2 vols,,\\$aYour library,00595     2200157 i 4500
69270040,MePoLT,20250518141116.0,,\\$aMePoLT$cMePoLT$erda,\4$aBL 1585 .C91 1956,\4$a295,"1\$aCumont, Franz.",10$aThe Mysteries of Mithra translated from the French.,"\1$aDover (1956), Edition$b paper edition, Paperback,$c1956.",,\\$aThe Mysteries of Mithra translated from the French by Franz Cumont (1956),,,,\\$aYour library,00476     2200157 i 4500
69270059,MePoLT,20250518141116.0,\\$a0521772230,\\$aMePoLT$cMePoLT$erda,\4$aPA 2061 .F395 2001,\4$a470,"1\$aFarrell, Joseph.",10$aLatin language and Latin culture : from ancient to modern times.,"\1$aCambridge ; New York $b Cambridge University Press, 2001.",\\$axiv; 148  p.,\\$aLatin language and Latin culture : from ancient to modern times by Joseph Farrell (2001),,,,\\$aYour library,00564     2200181 i 4500
69270065,MePoLT,20250518141116.0,\\$a3598776969,\\$aMePoLT$cMePoLT$erda,\4$aPA 3968 .E8 K47 2001,\4$a882.01,"1\$aKerkhof, Rainer.","10$aDorische Posse, Epicharm und Attische Kom&ouml;die (BZA 147) (Beitrage Zur Altertumskunde) (German Edition).",,\\$a194  p.,"\\$aDorische Posse, Epicharm und Attische Kom&ouml;die (BZA 147) (Beitrage Zur Altertumskunde) (German Edition) by Rainer Kerkhof (2001)",,,,\\$aYour library,00570     2200169 i 4500
69270080,MePoLT,20250518141116.0,\\$a3519076314,\\$aMePoLT$cMePoLT$erda,\4$aBL 2443 .B6 1996,\4$a299.31,"1\$aBricault, Laurent.","10$aMyrionymi: Les epicleses grecques et latines d&#039;Isis, de Sarapis et d&#039;Anubis (Beitrage zur Altertumskunde) (French Edition).","\1$bTeubner,$c1996.",\\$a136  p.,"\\$aMyrionymi: Les epicleses grecques et latines d&#039;Isis, de Sarapis et d&#039;Anubis (Beitrage zur Altertumskunde) (French Edition) by Laurent Bricault (1996)",,,,\\$aYour library,00660     2200181 i 4500
69270099,MePoLT,20250518141116.0,\\$a0801406331,\\$aMePoLT$cMePoLT$erda,\4$aBL 2456 .I7 W83 ,\4$a299.31,"1\$aWitt, R E.",10$aIsis in the Graeco-Roman World (Aspects of Greek and Roman Life).,"\1$bCornell University Press,$c1971.",\\$a336  p.,\\$aIsis in the Graeco-Roman World (Aspects of Greek and Roman Life) by R E Witt (1971),,,,\\$aYour library,00525     2200181 i 4500
69270103,MePoLT,20250518141116.0,\\$a3525257325,\\$aMePoLT$cMePoLT$erda,\4$aPA 2069 .H36 1976,\4$a475,"1\$aHapp, Heinz.",10$aGrundfragen einer Dependenz-Grammatik des Lateinischen.,"\1$aG&ouml;ttingen $b Vandenhoeck & Ruprecht, 1976.",\\$a597  p.,\\$aGrundfragen einer Dependenz-Grammatik des Lateinischen by Heinz Happ (1976),,,,\\$aYour library,00522     2200181 i 4500
69270123,MePoLT,20250518141116.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2071 .A7 A25,\4$a930,"1\$aLindsay, W. M.","10$aLindsay's Latin Inscriptions: A Handbook of Latin inscriptions, illustrating the history of the language.",,\\$av; 134  p.,"\\$aLindsay's Latin Inscriptions: A Handbook of Latin inscriptions, illustrating the history of the language by W. M. Lindsay (1897)",,,,\\$aYour library,00537     2200157 i 4500
69270140,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2071 .B47 1907,,"1\$aBennett, Charles E.","10$aThe Latin language; a historical outline of its sounds, inflections, and syntax.",,\\$axiv; 258  p.,"\\$aThe Latin language; a historical outline of its sounds, inflections, and syntax by Charles E. Bennett (1907)",,,,\\$aYour library,00481     2200145 i 4500
69270149,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2071 .K40 1945,\4$a471.5,"1\$aKent, Roland G.","10$aThe sounds of Latin, a descriptive and historical phonology.",,\\$a220  p.,"\\$aThe sounds of Latin, a descriptive and historical phonology by Roland G. Kent (1945)",,,,\\$aYour library,00450     2200157 i 4500
69270163,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3912 .G85 1931,\4$a171,"1\$aGriffin, Arthur Kent.",10$aAristotle's psychology of conduct.,,,"\\$aAristotle's psychology of conduct, by Arthur Kent Griffin (1931)",,,,\\$aYour library,00384     2200145 i 4500
69270172,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2071 .L6 1894,\4$a475,"1\$aLindsay, Wallace M.","10$aThe Latin language; an historical account of Latin sounds, stems and flexions.",\1$aOxford $b Clarendon Press 1894.,\\$axxviii; 659  p.,"\\$aThe Latin language; an historical account of Latin sounds, stems and flexions by Wallace M. Lindsay (1894)",,,,\\$aYour library,00547     2200169 i 4500
69270182,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2071 .P174 la 1954,\4$a470.9,"1\$aPalmer, Leonard Robert.",10$aThe Latin language.,,\\$a372  p.,\\$aThe Latin language by Leonard Robert Palmer (1954),,,,\\$aYour library,00387     2200157 i 4500
69270196,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 8 .H5,,"1\$aLatte, Kurt Et Al.",10$aHistoire Et Historiens Dans L'Antiquit&eacute;. Sept Expos&eacute;s Et Discussions. Entretiens sur l'Antiquit&eacute; Classique Tome IV..,"\1$bVandeuvres,$c1956.",,\\$aHistoire Et Historiens Dans L'Antiquit&eacute;. Sept Expos&eacute;s Et Discussions by Kurt Et Al Latte (1956),,,,\\$aYour library,00505     2200145 i 4500
69270204,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2071 .S6 1902,\4$a475,"1\$aSommer, Ferdinand.",10$aHandbuch der lateinischen Laut- und Formenlehre: eine Einf&uuml;hrung in das Sprachwissenschaftliche Studium des Lateins.,,\\$axxiii; 693  p.,\\$aHandbuch der lateinischen Laut- und Formenlehre: eine Einf&uuml;hrung in das Sprachwissenschaftliche Studium des Lateins by Ferdinand Sommer (1902),,,,\\$aYour library,00573     2200157 i 4500
69270241,MePoLT,20250518141117.0,\\$a0199245568,\\$aMePoLT$cMePoLT$erda,\4$aPA 3969 .L66 2002,\4$a188,"1\$aLong, A. A.",10$aEpictetus : a Stoic and Socratic guide to life.,,\\$axiv; 310  p.,\\$aEpictetus : a Stoic and Socratic guide to life by A. A. Long (2002),,,,\\$aYour library,00446     2200169 i 4500
69270269,MePoLT,20250518141117.0,\\$a8870625354,\\$aMePoLT$cMePoLT$erda,\4$aDG 101 .S241 1983,\4$a394.120937,"1\$aRicotti, Eugenia Salza Prina.",10$aL'Arte del Convito nella Roma Antica: Con 90 Ricette.,"\1$aRome$b L'Erma di Bretschneider, 1983.",\\$a313  p.,\\$aL'arte del convito nella Roma antica: Con 90 ricette (Studia archaeologica) (Italian Edition) by Eugenia Salza Prina Ricotti (1983),,,,\\$aYour library,00590     2200181 i 4500
69270286,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3969 .Z9 1927,,"1\$aOldfather, W.A.",10$aContributions toward a Bibliography of Epictetus.,,,\\$aContributions toward a Bibliography of Epictetus by W.A Oldfather (1927),,,,\\$aYour library,00380     2200133 i 4500
69270302,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4008 .H2 1928,\4$a882.01,1\$aHerondas.,10$aMimes.,,,\\$aMimes by Herondas (1928),,,,\\$aYour library,00306     2200145 i 4500
69270329,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2087 .H24 1945,\4$a420,"1\$aHenle, Robert John.",10$aLatin grammar for high schools.,,\\$aix; 259  p.,\\$aLatin grammar for high schools by Robert John Henle (1945),,\\$amissing,,\\$aYour library,00425     2200169 i 4500
69270369,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4008 .H2 E5 1979,,1\$aHerondas.,10$aHerodas: The Mimes and Fragments.,,,\\$aHerodas: The Mimes and Fragments by Herondas (1966),,,,\\$aYour library,00340     2200133 i 4500
69270409,MePoLT,20250518141117.0,\\$a0801411629,\\$aMePoLT$cMePoLT$erda,\4$aPA 3915.4 .S67 1980,\4$a123/.7092,"1\$aSorabji, Richard.","10$aNecessity, cause, and blame: perspectives on Aristotle's theory.",,\\$axv; 326  p.,"\\$aNecessity, cause, and blame : perspectives on Aristotle's theory by Richard Sorabji (1980)",,,,\\$aYour library,00499     2200169 i 4500
69270427,MePoLT,20250518141117.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2087 .A682 1912,\4$a808.0471,"1\$aArnold, Thomas Kerchever.",10$aA practical introduction to Latin prose composition.,"\1$aLondon $b Longman, Green, and Co., 1912.",\\$a406  p.,\\$aA practical introduction to Latin prose composition by Thomas Kerchever Arnold (1912),,,,\\$aYour library,00514     2200169 i 4500
69270461,MePoLT,20250518141118.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 59 .C59 2000,\4$a937.6,"1\$aConnolly, Peter; Dodge, Hazel.",10$aThe Ancient City: Life in Classical Athens & Rome --1998 publication..,"\1$bOUP,1998,$c1998.",,"\\$aThe Ancient City: Life in Classical Athens & Rome --1998 publication. by Peter; Dodge Connolly, Hazel (1998)",,,,\\$aYour library,00506     2200157 i 4500
69270516,MePoLT,20250518141119.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2087 .A682 1960,\4$a808.0471,"1\$aArnold, Thomas Kerchever.","10$a'Bradley's Arnold', Latin prose composition.","\1$aNew York/London$b Longman, 1960",\\$axi; 443  p.,"\\$a'Bradley's Arnold', Latin prose composition by Thomas Kerchever Arnold (1938)",,,,\\$aYour library,00493     2200169 i 4500
69270529,MePoLT,20250518141119.0,\\$a0520010035,\\$aMePoLT$cMePoLT$erda,\4$aPA 3040. P46 1967,\4$a880.09,"1\$aPerry, Ben Edwin.",10$aAncient Romances: A Literary-Historical Account of Their Origins (Sather Classical Lectures No. 37).,"\1$aUniv of California Pr (1967), Edition$b First edition., Hardcover, 418 pages,$c1967.",\\$a418  p.,\\$aAncient Romances: A Literary-Historical Account of Their Origins (Sather Classical Lectures No. 37) by Ben Edwin Perry (1967),,\\$amissing,,\\$aYour library,00686     2200193 i 4500
69270542,MePoLT,20250518141119.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 103 .T76 1971,\4$a393.0937,"1\$aToynbee, J. M. C.",10$aDeath and Burial in the Roman World.,"\1$aIthaca$b Cornell University Press, 1971.",,\\$aDeath and Burial in the Roman World by J. M. C. Toynbee (1971),,,,\\$aYour library,00441     2200157 i 4500
69270550,MePoLT,20250518141119.0,\\$a0686224906,\\$aMePoLT$cMePoLT$erda,\4$aPA 3922 .R31 1971,\4$a001.5,"1\$aRosenfield, Lawrence W.",10$aAristotle and Information Theory: A Comparison of the Influence of Casual Assumptions on Two Theories of Communication.,,,\\$aAristotle and Information Theory: A Comparison of the Influence of Casual Assumptions on Two Theories of Communication by Lawrence W. Rosenfield (1971),,,,\\$aYour library,00587     2200157 i 4500
69270601,MePoLT,20250518141119.0,\\$a0521041783,\\$aMePoLT$cMePoLT$erda,\4$aPA 4008 .H57 1988,\4$a180,1\$aHerophilus.,10$aHerophilus: The Art of Medicine in Early Alexandria.,,\\$a712  p.,"\\$aHerophilus: The Art of Medicine in Early Alexandria: Edition, Translation and Essays by  Heinrich von Staden",,,,\\$aYour library,00487     2200169 i 4500
69270623,MePoLT,20250518141119.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3970 .E2 1813,,1\$aEpicurus.,10$aPhysica et Meteorologica.,,,\\$aPhysica et Meteorologica by Epicurus (1813),,,,\\$aYour library,00321     2200133 i 4500
69270649,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 107 .D5 1980,,"1\$aD'Arms, J. H.",10$aThe Seaborne Commerce of Ancient Rome: Studies in Archaeology and History.,"\1$aRome$b American Academy in Rome, 1980.",,\\$aMemoirs of the American Academy in Rome Volume XXXVI The Seaborne Commerce of Ancient Rome: Studies in Archaeology and History by J. H. D'Arms (1980),,,,\\$aYour library,00534     2200145 i 4500
69270676,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3970 .E2 1887,\4$a187,1\$aEpicurus.,10$aEpicurea.,,\\$alxxviii; 445  p.,\\$aEpicurea by Epicurus (1966),,,,\\$aYour library,00342     2200157 i 4500
69270683,MePoLT,20250518141120.0,\\$a0801846196,\\$aMePoLT$cMePoLT$erda,\4$aPA 3040 .S4 1994,\4$a883.0109,"1\$aTatum, Professor James.",10$aThe Search for the Ancient Novel.,,\\$a480  p.,\\$aThe Search for the Ancient Novel by Professor James Tatum (1993),,,,\\$aYour library,00440     2200169 i 4500
69270735,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3040 .T17 1990,,"1\$aTatum, James; Vernazza, Gail M.",10$aThe Ancient Novel: Classical Paradigms and Modern Perspectives.,,,"\\$aThe Ancient Novel: Classical Paradigms and Modern Perspectives by James; Vernazza Tatum, Gail M. (1990)",,,,\\$aYour library,00442     2200133 i 4500
69270744,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aNB 91 .A7 B86 1908,,"1\$aSmith, Cecil.",10$aA guide to the Sculptures of the parthenon in the British Museum.,"\1$bLondon British Museum,$c1908.",,\\$aA guide to the Sculptures of the parthenon in the British Museum by Cecil Smith (1908),,,,\\$aYour library,00456     2200145 i 4500
69270773,MePoLT,20250518141120.0,\\$a3598778074,\\$aMePoLT$cMePoLT$erda,\4$aDE 60 .B78x 2003,\4$a880.9,"1\$aLohse, Gerhard.",10$aAktualisierung von Antike und Epochenbewusstsein: Erstes Bruno Snell-Symposion der Universit&auml;t Hamburg am Europa-Kolleg (BZA 195) (Beitrage Zur Altertumskunde).,"\1$bK.G. Saur (An Impint of Walter de Gruyter),$c2003.",\\$a428  p.,\\$aAktualisierung von Antike und Epochenbewusstsein: Erstes Bruno Snell-Symposion der Universit&auml;t Hamburg am Europa-Kolleg (BZA 195) (Beitrage Zur Altertumskunde) by Gerhard Lohse (2003),,,,\\$aYour library,00744     2200181 i 4500
69270797,MePoLT,20250518141120.0,\\$a0900768886,\\$aMePoLT$cMePoLT$erda,\4$aPA 3923 .G18 1971,\4$a801,"1\$aGulley, Norman.",10$aAristotle on the Purposes of Literature.,,\\$a18  p.,\\$aAristotle on the Purposes of Literature by Norman Gulley (1971),,,,\\$aYour library,00433     2200169 i 4500
69270808,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3970 .E2 1928,,1\$aEpicurus.,10$aEpicuri et Epicureorum scripta: in Herculanensibus papyris servata.,,\\$aXVIII; 159  p.,\\$aEpicuri et Epicureorum scripta: in Herculanensibus papyris servata by Epicurus (1928),,,,\\$aYour library,00436     2200145 i 4500
69270813,MePoLT,20250518141120.0,\\$a3110128330,\\$aMePoLT$cMePoLT$erda,\4$aPA 4244 .M27 1995,\4$a930,1\$aMaximus of Tyre.,10$aMaximus Tyrius. Philosophumena.,"\1$aBerlin$b De Gruyter, 1995",\\$a527  p.,\\$aMaximus Tyrius. Philosophumena by Maximus of Tyre (1995),,,,\\$aYour library,00461     2200181 i 4500
69270833,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aBS 2900 .B4 1934,,"1\$aBonner, Campbell.","10$aA papyrus codex of the Shepherd of Hermas (Similitudes 2-9), with a fragment of the Mandates.",,\\$axi; 137  p.,"\\$aA papyrus codex of the Shepherd of Hermas (Similitudes 2-9), with a fragment of the Mandates by Campbell Bonner (1934)",,,,\\$aYour library,00500     2200145 i 4500
69270849,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 107 .F7 1959 V.5,\4$a330.937,"1\$aFrank, Tenney.","10$aAn Economic Survey of Ancient Rome, Vol. V, Rome and Italy of the Empire.","\1$aPaterson, NJ$b Pageant Books, 1959.",,"\\$aAn Economic Survey of Ancient Rome, Vol. V, Rome and Italy of the Empire by Tenney Frank (1959)",,,,\\$aYour library,00505     2200157 i 4500
69270879,MePoLT,20250518141120.0,\\$a0520048032,\\$aMePoLT$cMePoLT$erda,\4$aDG 107 .G12,\4$a382.093,"1\$aGarnsey, Peter.",10$aTrade in the Ancient Economy.,"\1$aBerkeley/Los Angeles$b University of California Press, 1983.",\\$a255  p.,\\$aTrade in the Ancient Economy by Peter Garnsey (1983),,,,\\$aYour library,00487     2200181 i 4500
69270887,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3923 .P57 1952,,"1\$aPlebe, Armando.",10$aLa teoria del comico da Aristotele a Plutarco.,"\1$bTorino, Publicazioni della facolt&agrave; di Lettere e Filosofia,$cUniversit&agrave; di Torino.",\\$a132  p.,\\$aLa teoria del comico da Aristotele a Plutarco by Armando Plebe (1952),,,,\\$aYour library,00499     2200157 i 4500
69270893,MePoLT,20250518141120.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3970 .E2 B3 1926,,1\$aEpicurus.,"10$aEpicurus, the Extant Remains.",,,"\\$aEpicurus, the Extant Remains by Epicurus (1926)",,,,\\$aYour library,00332     2200133 i 4500
69270918,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aBS 2900 .S1 1935,\4$a227,"1\$aSanders, Henry A.",10$aA third-century papyrus codex of the Epistles of Paul.,,\\$axii; 127  p.,\\$aA third-century papyrus codex of the Epistles of Paul by Henry A. Sanders (1935),,,,\\$aYour library,00444     2200157 i 4500
69270931,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 71 .E5 1965,\4$a913.38,"1\$aEhrenberg, Victor.",10$aSociety and civilization in Greece and Rome.,"\1$aCambridge, Mass : London $b Harvard University Press for Oberlin College ; Oxford University Press, 1965.",,\\$aSociety and civilization in Greece and Rome by Victor Ehrenberg (1965),,,,\\$aYour library,00519     2200157 i 4500
69270934,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3970 .E65 1918,,1\$aErotianus.,10$aErotiani vocum Hippocraticarum collectio: cum fragmentis.,,\\$axxxii; 155  p.,\\$aErotiani vocum Hippocraticarum collectio: cum fragmentis by Erotianus (1918),,\\$aphotocopy,,\\$aYour library,00445     2200157 i 4500
69270940,MePoLT,20250518141121.0,\\$a1887829482,\\$aMePoLT$cMePoLT$erda,\4$aDG 11 .J86 #48,\4$a478.0071,"1\$aCooley, Alison E.","10$aBecoming Roman, Writing Latin? Literacy and Epigraphy in the Roman West (Journal of Roman Archaeology Supplementary Series, No. 48).","\1$bJournal of Roman Archaeology,$c2002.",\\$a192  p.,"\\$aBecoming Roman, Writing Latin? Literacy and Epigraphy in the Roman West (Journal of Roman Archaeology Supplementary Series, No. 48) by Alison E. Cooley (2002)",,\\$amissing,,\\$aYour library,00702     2200193 i 4500
69270968,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4009 .O7 1932,\4$a881.01,1\$aHesiod.,10$aWorks and Days.,,,\\$aWorks and Days by Hesiod (1932),,,,\\$aYour library,00320     2200145 i 4500
69270982,MePoLT,20250518141121.0,\\$a9519529543,\\$aMePoLT$cMePoLT$erda,\4$aBL 610 .B53 1996,\4$a292.2,"1\$aPakkanen, Petra.",10$aInterpreting early Hellenistic religion: A study based on the mystery cult of Demeter and the cult of Isis (Papers and monographs of the Finnish Institute at Athens).,"\1$bSuomen Ateenan-instituutin saatio,$c1996.",\\$a175  p.,\\$aInterpreting early Hellenistic religion: A study based on the mystery cult of Demeter and the cult of Isis (Papers and monographs of the Finnish Institute at Athens) by Petra Pakkanen (1996),,,,\\$aYour library,00747     2200181 i 4500
69270990,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3926 .Z8 B6 1955,\4$a185,"1\$aBonitz, Hermann.",10$aIndex Aristotelicus.,,,\\$aIndex Aristotelicus by Hermann Bonitz (1955),,,,\\$aYour library,00347     2200145 i 4500
69270994,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 2087 .H7 B2 1966,\4$a478.242,"1\$aHale, William Gardner.",10$aA Latin grammar.,,\\$axi; 388  p.,\\$aA Latin grammar by William Gardner Hale (1966),,,,\\$aYour library,00383     2200157 i 4500
69271028,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3971 .A2 1883,\4$a516,1\$aEuclid.,10$aEuclidis Elementa I-IV.,,,\\$aEuclidis Elementa I-IV by Euclid (1883),,,,\\$aYour library,00333     2200145 i 4500
69271035,MePoLT,20250518141121.0,\\$a0674033876,\\$aMePoLT$cMePoLT$erda,\4$aBL 610 .B87 1987,\4$a200,"1\$aBurkert, Walter.",10$aAncient Mystery Cults (Carl Newell Jackson Lectures).,"\1$bHarvard University Press,$c1989.",\\$a181  p.,\\$aAncient Mystery Cults (Carl Newell Jackson Lectures) by Walter Burkert (1989),,,,\\$aYour library,00510     2200181 i 4500
69271074,MePoLT,20250518141121.0,\\$a0521837499,\\$aMePoLT$cMePoLT$erda,\4$aAE 2 .I833 I75 2006,\4$a032,"1\$aIsidore, of Seville.",10$aThe etymologies of Isidore of Seville.,"\1$aCambridge ; New York $b Cambridge University Press, 2006.",\\$axii; 475  p.,\\$aThe etymologies of Isidore of Seville by of Seville Isidore (2006),,,,\\$aYour library,00521     2200181 i 4500
69271088,MePoLT,20250518141121.0,,\\$aMePoLT$cMePoLT$erda,\4$aDE 86 .F52 1968,\4$a913.3/8/03,"1\$aFinley, Moses I.",10$aAspects of antiquity : discoveries and controversies.,"\1$aLondon $b Chatto & Windus, 1968",\\$ax; 228  p.,\\$aAspects of antiquity : discoveries and controversies by Moses I. Finley (1968),,,,\\$aYour library,00492     2200169 i 4500
69271099,MePoLT,20250518141121.0,\\$a0195086708,\\$aMePoLT$cMePoLT$erda,\4$aBL 625.7 .K73 1992,\4$a820,"1\$aKraemer, Ross Shepard.","10$aHer Share of the Blessings: Women's Religions among Pagans, Jews, and Christians in the Greco-Roman World.","\1$bOxford University Press, USA,$c1994.",\\$a288  p.,"\\$aHer Share of the Blessings: Women's Religions among Pagans, Jews, and Christians in the Greco-Roman World by Ross Shepard Kraemer (1994)",,,,\\$aYour library,00634     2200181 i 4500
69271112,MePoLT,20250518141121.0,\\$a3-11-009780-X,\\$aMePoLT$cMePoLT$erda,\4$aPA 3927.2 .B341 1985 v.1,\4$a185,"1\$aWiesner, Jurgen.",10$aAristoteles Werk und Wirking.,,,\\$aAristoteles Werk und Wirking by Jurgen Wiesner (1985),,,,\\$aYour library,00400     2200157 i 4500
