,001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
5534,77566797,MePoLT,20250518141633.0,\\$a0674992822,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4272 .A5 1931,\4$a888.1,"1\$aElder, Philostratus the.","10$aPhilostratus the Elder, Imagines. Philostratus the Younger, Imagines. Callistratus, Descriptions. (Loeb Classical Library No. 256).","\1$bLoeb Classical Library,$c1931.",\\$a480  p.,"\\$aPhilostratus the Elder, Imagines. Philostratus the Younger, Imagines. Callistratus, Descriptions. (Loeb Classical Library No. 256) by Philostratus the Elder (1931)",,\\$aLoeb,,\\$aYour library,00708    a2200193 i 4500
5535,77566961,MePoLT,20250518141633.0,\\$a0674996135,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4272 .A3 2005 v.1,\4$a182.2,1\$aPhilostratus.,"10$aLife of Apollonius of Tyana, Vol. 1: Books 1-4 (Loeb Classical Library, No. 16).","\1$aLoeb Classical Library (2005), Edition$b abridged edition, Hardcover, 432 pages,$c2005.",\\$a432  p.,"\\$aLife of Apollonius of Tyana, Vol. 1: Books 1-4 (Loeb Classical Library, No. 16) by Philostratus (2005)",,\\$aLoeb,,\\$aYour library,00646    a2200193 i 4500
5536,77567042,MePoLT,20250518141634.0,\\$a0674995341,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4275 .A2 1997 v.2,\4$a884.01,1\$aPindar.,"10$aPindar: Nemean Odes, Isthmian Odes, Fragments. (Loeb Classical Library No. 485).","\1$aLoeb Classical Library (1997), Edition$b annotated edition, Hardcover, 446 pages,$c1997.",\\$a446  p.,"\\$aPindar: Nemean Odes, Isthmian Odes, Fragments. (Loeb Classical Library No. 485) by Pindar (1997)",,\\$aLoeb,,\\$aYour library,00636    a2200193 i 4500
5537,77567140,MePoLT,20250518141634.0,\\$a0674991834,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4279 .A2 1914 v.2,\4$a184.1,1\$aPlato.,"10$aPlato: Laches, Protagoras, Meno, Euthydemus, (Loeb Classical Library, No. 165) (Greek and English Edition).","\1$bLoeb Classical Library,$c1977.",\\$a508  p.,"\\$aPlato: Laches, Protagoras, Meno, Euthydemus, (Loeb Classical Library, No. 165) (Greek and English Edition) by Plato (1977)",,\\$aLoeb,,\\$aYour library,00629    a2200193 i 4500
5538,77567192,MePoLT,20250518141634.0,\\$a0674992628,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4279 .A2 1914 v.5,\4$a321.07,1\$aPlato.,"10$aPlato: The Republic, Books 1-5 (Loeb Classical Library No. 237).","\1$aLoeb Classical Library (1930), Edition$b Revised, Hardcover, 592 pages,$c1930.",\\$a592  p.,"\\$aPlato: The Republic, Books 1-5 (Loeb Classical Library No. 237) by Plato (1930)",,\\$aLoeb$a2 copies,,\\$aYour library,00602    a2200193 i 4500
5539,77567202,MePoLT,20250518141634.0,\\$a0674993047,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4279 .A2 1914 v.6,\4$a321.07,1\$aPlato.,"10$aPlato: The Republic, Books 6-10 (Loeb Classical Library, No. 276) (Vol 6, Bks.VI-X).","\1$bLoeb Classical Library,$c1935.",\\$a624  p.,"\\$aPlato: The Republic, Books 6-10 (Loeb Classical Library, No. 276) (Vol 6, Bks.VI-X) by Plato (1935)",,\\$aLoeb,,\\$aYour library,00584    a2200193 i 4500
5540,77567220,MePoLT,20250518141634.0,\\$a0674991370,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4279 .A2 1914 v.7,\4$a184.1,1\$aPlato.,"10$aPlato, VII, Theaetetus. Sophist (Loeb Classical Library).","\1$bLoeb Classical Library,$c1921.",\\$a480  p.,"\\$aPlato, VII, Theaetetus. Sophist (Loeb Classical Library) by Plato (1921)",,\\$aLoeb,,\\$aYour library,00529    a2200193 i 4500
5541,77567277,MePoLT,20250518141634.0,\\$a0674995643,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4275 .A2 1997 v.1,\4$a884.01,1\$aPindar.,10$aOlympian Odes. Pythian Odes (Loeb Classical Library) (v. 1).,"\1$aLoeb Classical Library (1997), Edition$b annotated edition, Hardcover, 416 pages,$c1997.",\\$a416  p.,\\$aOlympian Odes. Pythian Odes (Loeb Classical Library) (v. 1) by Pindar (1997),,\\$aLoeb$amissing,,\\$aYour library,00605    a2200193 i 4500
5542,77567299,MePoLT,20250518141634.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4279 .A2 1914 v.10,\4$a321.07,1\$aPlato.,10$aPlato. X. Laws. Vol. I. Books I-VI. with an English Translation By R. G. Bury.,"\1$aHarvard Univ Pr (1967), Edition$b Loeb Library Edition, Hardcover,$c1967.",,\\$aPlato. X. Laws. Vol. I. Books I-VI. with an English Translation By R. G. Bury by Plato. (1967),,\\$aLoeb,,\\$aYour library,00566    a2200169 i 4500
5543,77567323,MePoLT,20250518141634.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4279 .A2 1914 v.12,\4$a184.1,"1\$aLamb, W.R.M. Plato;.","10$aPlato XII: Charmides, Alcibiades, Hipparchus, The Lovers, Theages, Minos, Epinomis (Loeb Classical Library).","\1$bHarvard Univ. Loeb Classical Library,$c1964.",,"\\$aPlato XII: Charmides, Alcibiades, Hipparchus, The Lovers, Theages, Minos, Epinomis (Loeb Classical Library) by W.R.M. Plato; Lamb (1964)",,\\$aLoeb,,\\$aYour library,00622    a2200169 i 4500
5544,77567341,MePoLT,20250518141634.0,\\$a0674994868,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4364 .A2 1966 v.2,\4$a186.4,1\$aPlotinus.,"10$aPlotinus, Vol. 2: Ennead 2 (Loeb Classical Library, No. 441).","\1$bLoeb Classical Library,$c1966.",\\$a304  p.,"\\$aPlotinus, Vol. 2: Ennead 2 (Loeb Classical Library, No. 441) by Plotinus (1966)",,\\$aLoeb,,\\$aYour library,00543    a2200193 i 4500
5545,77567363,MePoLT,20250518141634.0,\\$a0674994884,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4363 .A2 1966 v.4,\4$a186.4,1\$aPlotinus.,"10$aPlotinus: Volume IV, Enneads IV (Loeb Classical Library No. 443).","\1$aLoeb Classical Library (1984), Edition$b 1st Edition by this publisher, 1st printing, Hardcover, 464 pages,$c1984.",\\$a464  p.,"\\$aPlotinus: Volume IV, Enneads IV (Loeb Classical Library No. 443) by Plotinus (1984)",,\\$aLoeb,,\\$aYour library,00635    a2200193 i 4500
5546,77567433,MePoLT,20250518141634.0,\\$a0674995155,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4364 .A2 1966 v.7,\4$a180,1\$aPlotinus.,"10$aPlotinus: Volume VII, Ennead VI.6-9 (Loeb Classical Library No. 468).","\1$bLoeb Classical Library,$c1988.",\\$a352  p.,"\\$aPlotinus: Volume VII, Ennead VI.6-9 (Loeb Classical Library No. 468) by Plotinus (1988)",,\\$aLoeb,,\\$aYour library,00557    a2200193 i 4500
5547,77567481,MePoLT,20250518141636.0,\\$a0674992458,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4368 .A2 1927 v.2,\4$a170,1\$aPlutarch.,"10$aPlutarch: Moralia, Volume II (Loeb Classical Library No. 222).","\1$bLoeb Classical Library,$c1928.",\\$a528  p.,"\\$aPlutarch: Moralia, Volume II (Loeb Classical Library No. 222) by Plutarch (1928)",,\\$aLoeb,,\\$aYour library,00543    a2200193 i 4500
5548,77567526,MePoLT,20250518141636.0,\\$a0674993373,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4368 .A2 1927 v.5,\4$a170,1\$aPlutarch.,"10$aPlutarch: Moralia, Volume V, Isis and Osiris. The E at Delphi. The Oracles at Delphi No Longer Given in Verse. The Obsolescence of Oracles. (Loeb Classical Library No. 306).","\1$bLoeb Classical Library,$c1936.",\\$a528  p.,"\\$aPlutarch: Moralia, Volume V, Isis and Osiris. The E at Delphi. The Oracles at Delphi No Longer Given in Verse. The Obsolescence of Oracles. (Loeb Classical Library No. 306) by Plutarch (1936)",,\\$aLoeb,,\\$aYour library,00765    a2200193 i 4500
5549,77567537,MePoLT,20250518141636.0,\\$a0674993713,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4368 .A2 1927 v.6,\4$a170,1\$aPlutarch.,"10$aPlutarch: Moralia, Volume VI, Can Virtue Be Taught? On Moral Virtue. On the Control of Anger. On Tranquility of Mind. On Brotherly Love. On Affection ... a Busybody (Loeb Classical Library No. 337).","\1$bLoeb Classical Library,$c1939.",\\$a544  p.,"\\$aPlutarch: Moralia, Volume VI, Can Virtue Be Taught? On Moral Virtue. On the Control of Anger. On Tranquility of Mind. On Brotherly Love. On Affection ... a Busybody (Loeb Classical Library No. 337) by Plutarch (1939)",,\\$aLoeb,,\\$aYour library,00815    a2200193 i 4500
5550,77567569,MePoLT,20250518141636.0,\\$a0674994663,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4368 .A2 1927 v.8,\4$a170,1\$aPlutarch.,"10$aPlutarch: Moralia, Volume VIII, Table-talk, Books 1-6 (Loeb Classical Library No. 424).","\1$bLoeb Classical Library,$c1969.",\\$a544  p.,"\\$aPlutarch: Moralia, Volume VIII, Table-talk, Books 1-6 (Loeb Classical Library No. 424) by Plutarch (1969)",,\\$aLoeb,,\\$aYour library,00593    a2200193 i 4500
5551,77567694,MePoLT,20250518141636.0,\\$a0674993543,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4368 .A2 1927 v.10,\4$a170,1\$aPlutarch.,"10$aPlutarch: Moralia, Volume X, Love Stories. That a Philosopher Ought to Converse Especially With Men in Power. To an Uneducated Ruler. Whether an Old ... Menander. (Loeb Classical Library No. 321).","\1$bLoeb Classical Library,$c1936.",\\$a512  p.,"\\$aPlutarch: Moralia, Volume X, Love Stories. That a Philosopher Ought to Converse Especially With Men in Power. To an Uneducated Ruler. Whether an Old ... Menander. (Loeb Classical Library No. 321) by Plutarch (1936)",,\\$aLoeb,,\\$aYour library,00812    a2200193 i 4500
5552,77567787,MePoLT,20250518141636.0,\\$a0674994477,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4368 .A2 1927 v.12,\4$a170,1\$aPlutarch.,"10$aPlutarch: Moralia, Volume XII, Concerning the Face Which Appears in the Orb of the Moon. On the Principle of Cold. Whether Fire or Water Is More Useful. Whether Land...(Loeb Classical Library No. 406).","\1$bLoeb Classical Library,$c1957.",\\$a608  p.,"\\$aPlutarch: Moralia, Volume XII, Concerning the Face Which Appears in the Orb of the Moon. On the Principle of Cold. Whether Fire or Water Is More Useful. Whether Land...(Loeb Classical Library No. 406) by Plutarch (1957)",,\\$aLoeb,,\\$aYour library,00822    a2200193 i 4500
5553,77567832,MePoLT,20250518141636.0,\\$a0674994728,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4368 .A2 1927 v.14,\4$a170,1\$aPlutarch.,"10$aPlutarch: Moralia, Volume XIV, That Epicurus Actually Makes a Pleasant Life Impossible. Reply to Colotes in Defence of the Other Philosophers... (Loeb Classical Library No. 428).","\1$bLoeb Classical Library,$c1967.",\\$a480  p.,"\\$aPlutarch: Moralia, Volume XIV, That Epicurus Actually Makes a Pleasant Life Impossible. Reply to Colotes in Defence of the Other Philosophers... (Loeb Classical Library No. 428) by Plutarch (1967)",,\\$aLoeb,,\\$aYour library,00776    a2200193 i 4500
5554,77567853,MePoLT,20250518141636.0,\\$a0674996119,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4368 .A2 1927 v.16,\4$a16.8801,1\$aPlutarch.,"10$aPlutarch: Moralia, Volume XVI, Index (Loeb Classical Library No. 499) (v. 14).","\1$bLoeb Classical Library,$c2004.",\\$a640  p.,"\\$aPlutarch: Moralia, Volume XVI, Index (Loeb Classical Library No. 499) (v. 14) by Plutarch (2004)",,\\$aLoeb,,\\$aYour library,00580    a2200193 i 4500
5555,77567915,MePoLT,20250518141636.0,\\$a0674990722,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4369 .A2 1914 v.3,\4$a920,1\$aPlutarch.,10$aPlutarch lives Pericles and Fabius Maximus. Nicias and Crassus (Loeb Classical Library).,"\1$bLoeb Classical Library,$c1916.",\\$a464  p.,\\$aPlutarch lives Pericles and Fabius Maximus. Nicias and Crassus (Loeb Classical Library) by Plutarch (1916),,\\$aLoeb$amissing,,\\$aYour library,00604    a2200193 i 4500
5556,77567976,MePoLT,20250518141636.0,\\$a0674990978,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4369 .A2 1914 v.5,\4$a920,1\$aPlutarch.,"10$aPlutarch Lives, V: Agesilaus and Pompey. Pelopidas and Marcellus (Loeb Classical Library).","\1$bLoeb Classical Library,$c1917.",\\$a560  p.,"\\$aPlutarch Lives, V: Agesilaus and Pompey. Pelopidas and Marcellus (Loeb Classical Library) by Plutarch (1917)",,\\$aLoeb,,\\$aYour library,00599    a2200193 i 4500
5557,77568033,MePoLT,20250518141637.0,\\$a0674991109,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4369 .A2 1914 v.7,\4$a938,1\$aPlutarch.,"10$aPlutarch Lives, VII, Demosthenes and Cicero. Alexander and Caesar (Loeb Classical Library).","\1$bLoeb Classical Library,$c1919.",\\$a640  p.,"\\$aPlutarch Lives, VII, Demosthenes and Cicero. Alexander and Caesar (Loeb Classical Library) by Plutarch (1919)",,\\$aLoeb,,\\$aYour library,00601    a2200193 i 4500
5558,77568063,MePoLT,20250518141637.0,\\$a0674991117,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4369 .A2 1914 v.8,\4$a920,1\$aPlutarch.,"10$aPlutarch Lives, VIII, Sertorius and Eumenes. Phocion and Cato the Younger (Loeb Classical Library).","\1$bLoeb Classical Library,$c1919.",\\$a432  p.,"\\$aPlutarch Lives, VIII, Sertorius and Eumenes. Phocion and Cato the Younger (Loeb Classical Library) by Plutarch (1919)",,\\$aLoeb,,\\$aYour library,00617    a2200193 i 4500
5559,77568241,MePoLT,20250518141637.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4369 .A2 1914 v.11,\4$a920.038,"1\$aPerrin, Bernadotte.",10$aPlutarch's Lives Volume XI (Loeb Classical Library) (11).,"\1$bHarvard University press,$c1943.",,\\$aPlutarch's Lives Volume XI (Loeb Classical Library) (11) by Bernadotte Perrin (1943),,\\$aLoeb,,\\$aYour library,00508    a2200169 i 4500
5560,77568277,MePoLT,20250518141637.0,\\$a0674991427,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4391 .A2 1922 v.1,\4$a920,1\$aPolybius.,"10$aPolybius: The Histories, I, Books 1-2 (Loeb Classical Library No. 128) (Volume I).","\1$bLoeb Classical Library,$c1922.",\\$a512  p.,"\\$aPolybius: The Histories, I, Books 1-2 (Loeb Classical Library No. 128) (Volume I) by Polybius (1922)",,\\$aLoeb$a2 copies,,\\$aYour library,00593    a2200193 i 4500
5561,77568350,MePoLT,20250518141637.0,\\$a0674991532,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4391 .A2 1922 v.3,\4$a938,1\$aPolybius.,"10$aPolybius: The Histories, Volume III, Books 5-8 (Loeb Classical Library No. 138).","\1$bLoeb Classical Library,$c1923.",\\$a560  p.,"\\$aPolybius: The Histories, Volume III, Books 5-8 (Loeb Classical Library No. 138) by Polybius (1923)",,\\$aLoeb,,\\$aYour library,00579    a2200193 i 4500
5562,77568383,MePoLT,20250518141637.0,\\$a0674991761,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4391 .A2 1922 v.5,\4$a938,1\$aPolybius.,"10$aPolybius: The Histories, V, Books 16-27 (Loeb Classical Library, No. 160).","\1$bLoeb Classical Library,$c1992.",\\$a544  p.,"\\$aPolybius: The Histories, V, Books 16-27 (Loeb Classical Library, No. 160) by Polybius (1992)",,\\$aLoeb,,\\$aYour library,00567    a2200193 i 4500
5563,77568608,MePoLT,20250518141637.0,\\$a0674991192,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4402 .P4 1914 v.3,\4$a937,1\$aProcopius.,"10$aProcopius, Vol. 3, Books 5-6.15: History of the Wars (Loeb Classical Library) (English and Greek Edition).","\1$bLoeb Classical Library,$c1916.",\\$a464  p.,"\\$aProcopius, Vol. 3, Books 5-6.15: History of the Wars (Loeb Classical Library) (English and Greek Edition) by Procopius (1916)",,\\$aLoeb,,\\$aYour library,00633    a2200193 i 4500
5564,77568663,MePoLT,20250518141637.0,\\$a0674992393,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4402 .P4 1914 v.5,\4$a938,1\$aProcopius.,"10$aProcopius: History of the Wars, Vol. 5, Books 7.36-8: Gothic War (Loeb Classical Library, No. 217) (English and Greek Edition).","\1$bLoeb Classical Library,$c1928.",\\$a448  p.,"\\$aProcopius: History of the Wars, Vol. 5, Books 7.36-8: Gothic War (Loeb Classical Library, No. 217) (English and Greek Edition) by Procopius (1928)",,\\$aLoeb,,\\$aYour library,00675    a2200193 i 4500
5565,77568696,MePoLT,20250518141637.0,\\$a0674993780,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4402 .P4 1914 v.7,\4$a938,1\$aProcopius.,"10$aProcopius, Vol. 7: On Buildings, General Index (Loeb Classical Library, No. 343) (English and Greek Edition).","\1$bLoeb Classical Library,$c1940.",\\$a576  p.,"\\$aProcopius, Vol. 7: On Buildings, General Index (Loeb Classical Library, No. 343) (English and Greek Edition) by Procopius (1940)",,\\$aLoeb,,\\$aYour library,00639    a2200193 i 4500
5566,77568746,MePoLT,20250518141637.0,\\$a0674994795,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4404 .Q3 1940,\4$a133.5,1\$aPtolemy.,10$aPtolemy: Tetrabiblos (Loeb Classical Library No. 435).,"\1$bLoeb Classical Library,$c1940.",\\$a466  p.,\\$aPtolemy: Tetrabiblos (Loeb Classical Library No. 435) by Ptolemy (1940),,\\$aLoeb,,\\$aYour library,00523    a2200193 i 4500
5567,77568822,MePoLT,20250518141637.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4410 .S5 1933 v.2,\4$a186.1,"1\$aBURY, R. G.:.","10$aSextus Empiricus, Volume II: Against the Logicians..","\1$bHarvard University Press,$c1935.",,"\\$aSextus Empiricus, Volume II: Against the Logicians. by R. G.: BURY (1935)",,\\$aLoeb,,\\$aYour library,00483    a2200169 i 4500
5568,77568890,MePoLT,20250518141637.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4410 .S5 1933 v.3,\4$a180,"1\$aEmpiricus, Sextus.","10$aSextus Empiricus (The Loeb classical library, Volume III Against the Physicians, Against the Ethicists).","\1$bHarvard University Press,$c1968.",\\$a556  p.,"\\$aSextus Empiricus (The Loeb classical library, Volume III Against the Physicians, Against the Ethicists) by Sextus Empiricus (1968)",,\\$aLoeb,,\\$aYour library,00619    a2200181 i 4500
5569,77568924,MePoLT,20250518141637.0,\\$a0674995570,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4413 .A2 1994 v.1,\4$a882.01,1\$aSophocles.,"10$aSophocles, Volume I. Ajax. Electra. Oedipus Tyrannus (Loeb Classical Library No. 20).","\1$bLoeb Classical Library,$c1994.",\\$a496  p.,"\\$aSophocles, Volume I. Ajax. Electra. Oedipus Tyrannus (Loeb Classical Library No. 20) by Sophocles (1994)",,\\$aLoeb,,\\$aYour library,00594    a2200193 i 4500
5570,77569015,MePoLT,20250518141637.0,\\$a0674990552,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4438 .A2 1917 v.1,\4$a949,1\$aStrabo.,"10$aGeography, I: Books 1-2 (Loeb Classical Library).","\1$bLoeb Classical Library,$c1917.",\\$a576  p.,"\\$aGeography, I: Books 1-2 (Loeb Classical Library) by Strabo (1917)",,\\$aLoeb,,\\$aYour library,00513    a2200193 i 4500
5571,77569019,MePoLT,20250518141637.0,\\$a0434990507,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4438 .A2 1917 v.2,\4$a911,1\$aStrabo.,"10$aThe Geography of Strabo, Vol. 2 (Loeb Classical Library).","\1$bWilliam Heinemann Ltd,$c1923.",\\$a479  p.,"\\$aThe Geography of Strabo, Vol. 2 (Loeb Classical Library) by Strabo (1923)",,\\$aLoeb,,\\$aYour library,00528    a2200193 i 4500
5572,77569047,MePoLT,20250518141638.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4438 .A2 1917 v.5,\4$a911,"1\$aJones, Horace Leonard, Tr. Strabo.",10$aThe Geography of Strabo. Vol. V. With an English Ranslation By Horace Leonard Jones.,"\1$bHarvard University Press,$c1969.",,"\\$aThe Geography of Strabo. Vol. V. With an English Ranslation By Horace Leonard Jones by Horace Leonard Jones, Tr. Strabo. (1969)",,\\$aLoeb,,\\$aYour library,00588    a2200169 i 4500
5573,77569101,MePoLT,20250518141638.0,\\$a0674992466,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4438 .A2 1917 v.6,\4$a911,1\$aStrabo.,"10$aStrabo: Geography, Volume VI, Books 13-14 (Loeb Classical Library No. 223) (v. 6).","\1$aLoeb Classical Library (1929), Edition$b Vol. 6, Books 13-14, Hardcover, 416 pages,$c1929.",\\$a416  p.,"\\$aStrabo: Geography, Volume VI, Books 13-14 (Loeb Classical Library No. 223) (v. 6) by Strabo (1929)",,\\$aLoeb,,\\$aYour library,00639    a2200193 i 4500
5574,77569146,MePoLT,20250518141638.0,\\$a0674990773,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4448 .A8 1916 v.1,\4$a581,1\$aTheophrastus.,"10$aTheophrastus: Enquiry into Plants, Volume I, Books 1-5 (Loeb Classical Library No. 70).","\1$bLoeb Classical Library,$c1916.",\\$a512  p.,"\\$aTheophrastus: Enquiry into Plants, Volume I, Books 1-5 (Loeb Classical Library No. 70) by Theophrastus (1916)",,\\$aLoeb,,\\$aYour library,00601    a2200193 i 4500
5575,77569171,MePoLT,20250518141638.0,\\$a0674990889,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4448 .A8 1916 v.2,\4$a581,1\$aTheophrastus.,"10$aTheophrastus Enquiry into Plants, II, Books 6-9. On Odours. Weather Signs (Loeb Classical Library).","\1$bLoeb Classical Library,$c1916.",\\$a512  p.,"\\$aTheophrastus Enquiry into Plants, II, Books 6-9. On Odours. Weather Signs (Loeb Classical Library) by Theophrastus (1916)",,\\$aLoeb,,\\$aYour library,00625    a2200193 i 4500
5576,77569207,MePoLT,20250518141638.0,\\$a0674995244,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4448 .A6 1976 v.3,\4$a581,1\$aTheophrastus.,"10$aTheophrastus: De Causis Plantarum, Volume III, Books 5-6 (Loeb Classical Library No. 475).","\1$bLoeb Classical Library,$c1990.",\\$a416  p.,"\\$aTheophrastus: De Causis Plantarum, Volume III, Books 5-6 (Loeb Classical Library No. 475) by Theophrastus (1990)",,\\$aLoeb,,\\$aYour library,00607    a2200193 i 4500
5577,77569227,MePoLT,20250518141638.0,\\$a0674996038,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4448 .A4 2002,\4$a888.0108,1\$aTheophrastus.,10$aTheophrastus: Characters. Herodas: Mimes. Sophron and Other Mime Fragments. (Loeb Classical Library No. 225).,"\1$aLoeb Classical Library (2003), Edition$b 3, Hardcover, 432 pages,$c2003.",\\$a432  p.,\\$aTheophrastus: Characters. Herodas: Mimes. Sophron and Other Mime Fragments. (Loeb Classical Library No. 225) by Theophrastus (2003),,\\$aLoeb,,\\$aYour library,00688    a2200193 i 4500
5578,77569350,MePoLT,20250518141638.0,\\$a0674991222,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4452 .A2 1928 v.3,\4$a809,1\$aThucydides.,"10$aHistory of the Peloponnesian War, Volume III: Books 5-6 (Loeb Classical Library).","\1$bLoeb Classical Library,$c1921.",\\$a400  p.,"\\$aHistory of the Peloponnesian War, Volume III: Books 5-6 (Loeb Classical Library) by Thucydides (1921)",,\\$aLoeb$a2 copies,,\\$aYour library,00595    a2200193 i 4500
5579,77569355,MePoLT,20250518141638.0,\\$a0674991877,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4452 .A2 1998 v. 4,\4$a809,1\$aThucydides.,"10$aThucydides: History of the Peloponnesian War, IV, Books VII and VIII (Loeb Classical Library No. 169) (Greek and English Edition).","\1$bLoeb Classical Library,$c1965.",\\$a459  p.,"\\$aThucydides: History of the Peloponnesian War, IV, Books VII and VIII (Loeb Classical Library No. 169) (Greek and English Edition) by Thucydides (1965)",,\\$aLoeb$a2 copies,,\\$aYour library,00694    a2200193 i 4500
5580,77569470,MePoLT,20250518141638.0,\\$a0674991001,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4494 .A4 1922,\4$a913.3603,1\$aXenophon.,10$aXenophon: Anabasis Books I-VII (Loeb Classical Library).,"\1$bHarvard University Press,$c1960.",\\$a651  p.,\\$aXenophon: Anabasis Books I-VII (Loeb Classical Library) by Xenophon (1960),,\\$aLoeb,,\\$aYour library,00534    a2200193 i 4500
5581,77569482,MePoLT,20250518141638.0,,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4494 .M3 1923,\4$a180,"1\$aTodd, Xenophon. Translated By E. C. Marchant and O. J.","10$aXenophon IV : Memorabilia and Oeconomicus, Symposium and Apology.","\1$bHarvard University Press,$c1968.",,"\\$aXenophon IV : Memorabilia and Oeconomicus, Symposium and Apology by Xenophon. Translated By E. C. Marchant and O. J. Todd (1968)",,\\$aLoeb,,\\$aYour library,00586    a2200169 i 4500
5582,77569547,MePoLT,20250518141638.0,\\$a0674992024,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 4494 .A3 1968,\4$a913.3603,1\$aXenophon.,10$aXenophon VII (Hiero. Agesilaus. Constitution of the Lacedaemonians. Ways and Means. Cavalry Commander. Art of Horsemanship. On Hunting. Constitution of the Athenians) Loeb Classical Library.,"\1$aLoeb Classical Library (1925), Edition$b Revised, Hardcover, 576 pages,$c1925.",\\$a576  p.,\\$aXenophon VII (Hiero. Agesilaus. Constitution of the Lacedaemonians. Ways and Means. Cavalry Commander. Art of Horsemanship. On Hunting. Constitution of the Athenians) Loeb Classical Library by Xenophon (1925),,\\$aLoeb,,\\$aYour library,00848    a2200193 i 4500
5583,77604039,MePoLT,20250518141638.0,\\$a0521789451,\\$aMePoLT$cMePoLT$erda,\4$aDF 99 .N47 2010,\4$a392.360938,"1\$aNevett, Lisa C.",10$aDomestic Space in Classical Antiquity (Key Themes in Ancient History).,"\1$bCambridge University Press,$c2010.",\\$a196  p.,\\$aDomestic Space in Classical Antiquity (Key Themes in Ancient History) by Lisa C. Nevett (2010),,,,\\$aYour library,00551    a2200181 i 4500
5584,77607815,MePoLT,20250518141638.0,\\$a0674993187,\\$aMePoLT$cMePoLT$erda,\4$aLOEB-PA 3892 .A2 1936,\4$a888.01,1\$aAristotle.,10$aAristotle: On the Soul. Parva Naturalia. On Breath. (Loeb Classical Library No. 288).,"\1$aLoeb Classical Library (1957), Edition$b Revised, Hardcover, 544 pages,$c1957.",\\$a544  p.,\\$aAristotle: On the Soul. Parva Naturalia. On Breath. (Loeb Classical Library No. 288) by Aristotle (1957),,\\$aLoeb,,\\$aYour library,00638    a2200193 i 4500
