,001,003,005,020,040,090,092,100,245,264,300,520,590,920,921,923,LDR
2423,86199321,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1996,,"1\$aMcGlathery, Daniel Beyer.",10$aPetronius and Neronian Literary Ideology.,,,\\$aPetronius and Neronian Literary Ideology by Daniel Beyer McGlathery (1996),,\\$aDissertation,,\\$aYour library,00414     2200145 i 4500
2424,86199360,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 1996,,"1\$aSklenaf, Robert John.",10$aVirtus in Lucan.,,,\\$aVirtus in Lucan by Robert John Sklenaf (1996),,\\$aDissertation,,\\$aYour library,00356     2200145 i 4500
2425,88752511,MePoLT,20250518141718.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2011,,"1\$aTohm, Shonda.",10$aContesting Masculinity: Locating the Male Body in Roman Elegy.,,,\\$aContesting Masculinity: Locating the Male Body in Roman Elegy by Shonda Tohm (2011),,\\$aDissertation,,\\$aYour library,00432     2200145 i 4500
2426,97500155,MePoLT,20250518141718.0,\\$a9780199777570,\\$aMePoLT$cMePoLT$erda,\4$aBR 1720 .P42 H44,\4$a270.1092,"1\$aHeffernan, Thomas J.",10$aThe Passion of Perpetua and Felicity.,"\1$bOxford University Press, USA,$c2012.",\\$a592  p.,\\$aThe Passion of Perpetua and Felicity by Thomas J. Heffernan (2012),,,,\\$aYour library,00499     2200181 i 4500
2427,97680197,MePoLT,20250518141718.0,\\$a9780199755868,\\$aMePoLT$cMePoLT$erda,\4$aDG 315 .P68 2013,\4$a937.08092,"1\$aPotter, D. S.",10$aConstantine the Emperor.,"\1$aNew York $b Oxford University Press, c2013.",\\$axiv; 368  p.,\\$aConstantine the Emperor by D. S. Potter (2013),,,,\\$aYour library,00472     2200181 i 4500
2428,97680432,MePoLT,20250518141718.0,\\$a3851192516,\\$aMePoLT$cMePoLT$erda,\4$aPJ 2005 .K67 2012 V.4,\4$a091,"1\$aHasitzka, Monika R. M.",10$aKoptisches Sammelbuch.,"\1$aWien $b In Kommission Bei Verlag Br&uuml;der Hollinek, 1993-",,\\$aKoptisches Sammelbuch by Monika R. M. Hasitzka (1993),,,,\\$aYour library,00466     2200169 i 4500
2429,97681441,MePoLT,20250518141718.0,\\$a9783110283945,\\$aMePoLT$cMePoLT$erda,\4$aPA 6446 .A6416 S26 2012,\4$a871.01,1\$aJuvenal.,"10$aGiovenale, &rsaquo;Satira&lsaquo; IV: Introduzione, Traduzione e Commento.","\1$aBerlin/Boston$b De Gruyter, 2012.",,"\\$aGiovenale, &rsaquo;Satira&lsaquo; IV: Introduzione, Traduzione e Commento by Juvenal (2012)",,,,\\$aYour library,00507     2200169 i 4500
2430,97705927,MePoLT,20250518141718.0,\\$a9783110259865,\\$aMePoLT$cMePoLT$erda,\4$aPQ 1501 .P39 S34 2012,\4$a871.03,"1\$aSchetter, Barbara.",10$aPhilippus Cancellarius: Die Motettengedichte.,"\1$aBerlin/Boston$b de Gruyter, 2012.",\\$axi; 428  p.,\\$aPhilippus Cancellarius: Die Motettengedichte by Barbara Schetter (2012),,,,\\$aYour library,00514     2200181 i 4500
2431,97715088,MePoLT,20250518141718.0,\\$a9783110270075,\\$aMePoLT$cMePoLT$erda,\4$aBL 785 .K35 2011,\4$a292,"1\$aPilz, Oliver.","10$aKeraunia : Beitr&auml;ge zu Mythos, Kult und Heiligtum in der Antike.","\1$aBoston ; Berlin $b de Gruyter, c2011.",\\$aix; 237  p.,"\\$aKeraunia : Beitr&auml;ge zu Mythos, Kult und Heiligtum in der Antike by Oliver Pilz (2011)",,,,\\$aYour library,00540     2200181 i 4500
2432,97715307,MePoLT,20250518141718.0,\\$a9783110274486,\\$aMePoLT$cMePoLT$erda,\4$aBV 467.5 .S93 B35 2012,\4$a264.23,"1\$aBaldi, Idalgo.",10$aGli inni di sinesio di cirene : vicende testuali di un corpus tardoantico.,"\1$aBerlin ; Boston $b De Gruyter, c2012.",\\$a187  p.,\\$aGli inni di sinesio di cirene : vicende testuali di un corpus tardoantico by Idalgo Baldi (2012),,,,\\$aYour library,00565     2200181 i 4500
2433,97715809,MePoLT,20250518141718.0,\\$a9783110287653,\\$aMePoLT$cMePoLT$erda,\4$aB 439 .N67 2013,\4$a160,"1\$aNoriega-Olmos, Sim&oacute;n.","10$aAristotle's Psychology of Signification : a commentary on ""De Interpretatione"" 16a 3-18.",,\\$ax  p.,"\\$aAristotle's Psychology of Signification : a commentary on ""De Interpretatione"" 16a 3-18 by Sim&oacute;n Noriega-Olmos (?)",,,,\\$aYour library,00540     2200169 i 4500
2434,97716144,MePoLT,20250518141719.0,\\$a9783110284386,\\$aMePoLT$cMePoLT$erda,\4$aKL 4358 .S66 2013,\4$a342.3808,"1\$aSommerstein, Alan H.",10$aOath and state in Ancient Greece.,,\\$aix  p.,\\$aOath and state in Ancient Greece by Alan H. Sommerstein (?),,,,\\$aYour library,00435     2200169 i 4500
2435,97716460,MePoLT,20250518141719.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2012,,"1\$aSears, Rebecca Ann.",10$aThe Practical Muse: Reconstructing the Contexts of a Greek Musical Papyrus.,,,\\$aThe Practical Muse: Reconstructing the Contexts of a Greek Musical Papyrus by Rebecca Ann Sears (2012),,\\$aDissertation,,\\$aYour library,00470     2200145 i 4500
2436,97716492,MePoLT,20250518141719.0,,\\$aMePoLT$cMePoLT$erda,\4$aDissertation 2012,,"1\$aRowland, Jonathan Milton.",10$aFootnotes to Sappho: An Examination of the Female Poets of Greece.,,,\\$aFootnotes to Sappho: An Examination of the Female Poets of Greece by Jonathan Milton Rowland (2012),,\\$aDissertation,,\\$aYour library,00464     2200145 i 4500
2437,97716750,MePoLT,20250518141719.0,\\$a0470690976,\\$aMePoLT$cMePoLT$erda,\4$aBL 803 .C66 2007,\4$a292.07,"1\$aR&uuml;pke, J&ouml;rg.",10$aA companion to Roman religion.,"\1$aMalden, MA $b Blackwell Pub., 2007.",\\$axxx; 542  p.,\\$aA companion to Roman religion by J&ouml;rg R&uuml;pke (2007),,,,\\$aYour library,00471     2200181 i 4500
2438,97716826,MePoLT,20250518141719.0,\\$a9781405129992,\\$aMePoLT$cMePoLT$erda,\4$aDF 261 .S8 K45 2010,\4$a938.9,"1\$aKennell, Nigel M.",10$aSpartans : a new history.,"\1$aChichester, U.K. ; Malden, MA $b Wiley-Blackwell, 2010.",\\$a218  p.,\\$aSpartans : a new history by Nigel M. Kennell (2010),,,,\\$aYour library,00488     2200181 i 4500
2439,97717057,MePoLT,20250518141719.0,\\$a0198143923,\\$aMePoLT$cMePoLT$erda,\4$aHQ 510 .P66 1996,\4$a306.8509495,"1\$aPomeroy, Sarah B.",10$aFamilies in classical and Hellenistic Greece : representations and realities.,"\1$aOxford : New York $b Clarendon Press ; Oxford University Press, 1997.",\\$ax; 261  p.,\\$aFamilies in classical and Hellenistic Greece : representations and realities by Sarah B. Pomeroy (1997),,,,\\$aYour library,00609     2200181 i 4500
2440,97717208,MePoLT,20250518141719.0,\\$a1853991341,\\$aMePoLT$cMePoLT$erda,\4$aHT 863 .F5811 1993,\4$a306.3620938,"1\$aFisher, N. R. E.",10$aSlavery in classical Greece.,"\1$aLondon $b Bristol Classical, c1993.",\\$avi; 120  p.,\\$aSlavery in classical Greece by N. R. E. Fisher (1993),,,,\\$aYour library,00478     2200181 i 4500
2441,97717398,MePoLT,20250518141719.0,\\$a041597108X,\\$aMePoLT$cMePoLT$erda,\4$aDG 207.H57 2004,\4$a937,"1\$aMellor, Ronald.",10$aThe historians of ancient Rome.,"\1$aNew York $b Routledge, 2004.",\\$ax; 617  p.,\\$aThe historians of ancient Rome by Ronald Mellor (2004),,,,\\$aYour library,00462     2200181 i 4500
2442,97717565,MePoLT,20250518141719.0,\\$a0521780535,\\$aMePoLT$cMePoLT$erda,\4$aHC 37 .C36,\4$a330.937,"1\$aScheidel, Walter.",10$aThe Cambridge economic history of the Greco-Roman world.,"\1$aCambridge, UK ; New York $b Cambridge University Press, 2007.",\\$axiv; 942  p.,\\$aThe Cambridge economic history of the Greco-Roman world by Walter Scheidel (2007),,,,\\$aYour library,00550     2200181 i 4500
2443,97717668,MePoLT,20250518141721.0,\\$a0801426154,\\$aMePoLT$cMePoLT$erda,\4$aQH 151 .S24 1991,\4$a304.2,"1\$aSallares, Robert.",10$aThe Ecology of the Ancient Greek World.,"\1$aIthaca, NY$b Cornell University Press, 1991.",\\$ax; 588  p.,\\$aThe Ecology of the Ancient Greek World by Robert Sallares (1991),,,,\\$aYour library,00501     2200181 i 4500
2444,98804784,MePoLT,20250518141721.0,\\$a9004105840,\\$aMePoLT$cMePoLT$erda,\4$aPA 6697. A4 1996,\4$a873.01,"1\$aStatius, P. Papinius.",10$aP. Papini Stati Thebaidos Libri XII.,"\1$aLeiden/New York/Cologne$b Brill, 1997.",\\$a405  p.,\\$aP. Papini Stati Thebaidos Libri XII by P. Papinius Statius (1997),,,,\\$aYour library,00495     2200181 i 4500
2445,100348015,MePoLT,20250518141721.0,\\$a019976767X,\\$aMePoLT$cMePoLT$erda,\4$aB 577 .G24 .M38,\4$a610.938,"1\$aMattern, Susan P.",10$aThe Prince of Medicine: Galen in the Roman Empire.,"\1$aOxford University Press, USA (2013), Edition$b 1, Hardcover, 368 pages,$c2013.",\\$a368  p.,\\$aThe Prince of Medicine: Galen in the Roman Empire by Susan P. Mattern (2013),,,,\\$aYour library,00557     2200181 i 4500
2446,101615753,MePoLT,20250518141721.0,\\$a9780472035786,\\$aMePoLT$cMePoLT$erda,\4$aD 141 .G6,\4$a940.11,"1\$aGordon, C. D.",10$aThe Age of Attila.,,,\\$aAge of Attila by C. D. Gordon (2013),0\$aDonated by David Potter,,,\\$aYour library,00398     2200169 i 4500
2447,101616677,MePoLT,20250518141721.0,\\$a3110286092,\\$aMePoLT$cMePoLT$erda,\4$aHQ 1139 .A43 2013,\4$a126,"1\$aSchubert, Charlotte.",10$aAmazonen Zwischen Griechen und Skythen / Amazons Between Greeks and Scythians: Gegenbilder in Mythos Und Geschichte (Beitrage Zur Altertumskunde) (German Edition).,"\1$bWalter De Gruyter Inc,$c2013.",\\$a280  p.,\\$aAmazonen Zwischen Griechen und Skythen / Amazons Between Greeks and Scythians: Gegenbilder in Mythos Und Geschichte (Beitrage Zur Altertumskunde) (German Edition) by Charlotte Schubert (2013),,,,\\$aYour library,00737     2200181 i 4500
2448,102433815,MePoLT,20250518141721.0,,\\$aMePoLT$cMePoLT$erda,\4$aBS 1965 .W19,,"1\$aWestcott, Brooke Foss.",10$aThe New Testament in Greek.,,,\\$aThe New Testament in Greek by Brooke Foss Westcott (1953),,,,\\$aYour library,00347     2200133 i 4500
2449,102433937,MePoLT,20250518141721.0,\\$a0023445300,\\$aMePoLT$cMePoLT$erda,\4$aBS 2385 .G6,\4$a488.242,"1\$aGoetchius, Eugene Van Ness.",10$aThe Language of the New Testament.,,,\\$aThe Language of the New Testament by Eugene Van Ness Goetchius (1965),,,,\\$aYour library,00421     2200157 i 4500
2450,102434134,MePoLT,20250518141721.0,\\$a0974792748,\\$aMePoLT$cMePoLT$erda,\4$aP 945 .W35,\4$a499.94,"1\$aWallace, R.E.",10$aZikh Rasna: A Manual of the Etruscan Language and Inscriptions.,"\1$bBeech Stave Press Inc,$c2008.",\\$a271  p.,\\$aZikh Rasna: A Manual of the Etruscan Language and Inscriptions by R.E. Wallace (2008),,,,\\$aYour library,00520     2200181 i 4500
2451,102434679,MePoLT,20250518141722.0,\\$a0812217055,\\$aMePoLT$cMePoLT$erda,\4$aBF 1567 .W58,\4$a133.430938,"1\$aAnkarloo, Bengt.","10$aWitchcraft and Magic in Europe, Vol. 2: Ancient Greece and Rome (Witchcraft and Magic in Europe).","\1$bUniversity of Pennsylvania Press,$c1999.",\\$a384  p.,"\\$aWitchcraft and Magic in Europe, Vol. 2: Ancient Greece and Rome (Witchcraft and Magic in Europe) by Bengt Ankarloo (1999)",,,,\\$aYour library,00610     2200181 i 4500
2452,102435357,MePoLT,20250518141722.0,\\$a0521617359,\\$aMePoLT$cMePoLT$erda,\4$aPA 4413 .O7 1982,\4$a882.01,1\$aSophocles.,10$aSophocles: Oedipus Rex.,"\1$aCambridge$b Cambridge University Press, 2006.",\\$a221  p.,\\$aSophocles: Oedipus Rex by Sophocles (2006),,,,\\$aYour library,00456     2200181 i 4500
2453,102436152,MePoLT,20250518141722.0,\\$a3598777256,\\$aMePoLT$cMePoLT$erda,\4$aPN 4021 .S78,\4$a808.5,"1\$aSchroeder, Bianca-Jeanette.",10$aStudium Declamatorium: Untersuchungen zu Schul&uuml;bungen und Prunkreden von der Antike bis zur Neuzeit.,"\1$aMunich/Leipzig$b K. G. Saur, 2003.",\\$a400  p.,\\$aStudium Declamatorium: Untersuchungen zu Schul&uuml;bungen und Prunkreden von der Antike bis zur Neuzeit by Bianca-Jeanette Schroeder (2003),,,,\\$aYour library,00629     2200181 i 4500
2454,102436630,MePoLT,20250518141722.0,\\$a0195181689,\\$aMePoLT$cMePoLT$erda,\4$aPA 2293 .D48 2006,\4$a475,"1\$aDevine, Andrew M.; Stephens, Laurence D.",10$aLatin Word Order: Structured Meaning and Information.,,\\$a656  p.,"\\$aLatin Word Order: Structured Meaning and Information by Andrew M.; Stephens Devine, Laurence D. (2006)",,,,\\$aYour library,00512     2200169 i 4500
2455,102436656,MePoLT,20250518141722.0,\\$a9050634478,\\$aMePoLT$cMePoLT$erda,\4$aPA 2271 .K76,\4$a475,"1\$aKroon, Caroline.","10$aDiscourse Particles in Latin: A Study of Nam, Enim, Autem, Vero and at (Amsterdam Studies in Classical Philology, No 4).",,\\$a402  p.,"\\$aDiscourse Particles in Latin: A Study of Nam, Enim, Autem, Vero and at (Amsterdam Studies in Classical Philology, No 4) by Caroline Kroon (1995)",,,,\\$aYour library,00592     2200169 i 4500
2456,102436867,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aDG 312 .W15,\4$a913.3,"1\$aWalbank, F. W.",10$aThe decline of the Roman Empire in the West..,"\1$bCobbett Press,$c1946.",,\\$aThe decline of the Roman Empire in the West. by F. W. Walbank (1946),,,,\\$aYour library,00427     2200157 i 4500
2457,102436912,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3948 .C3,,1\$aChariton.,10$aCharitonis Aphrodisiensis De Chaerea et Callirhoe Amatoriarum Narrationum. Libri octo. Recensuit et emendavit Warren E. Blake.,,,\\$aCharitonis Aphrodisiensis De Chaerea et Callirhoe Amatoriarum Narrationum. Libri octo. Recensuit et emendavit Warren E. Blake by Chariton (1938),,,,\\$aYour library,00519     2200133 i 4500
2458,102437639,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4446 .A2 1961,,"1\$aYoung, Douglas.","10$aTheognis: Ps.-Pythagoras, Ps.-Phocylides, Chares. Anonymi Aulodia, Fragmentum Teliambicum.","\1$aLeipzig$b Teubner, 1961.",,"\\$aTheognis: Ps.-Pythagoras, Ps.-Phocylides, Chares. Anonymi Aulodia, Fragmentum Teliambicum by Douglas Young (1961)",,,,\\$aYour library,00504     2200145 i 4500
2459,102437741,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4448 .A2 1931,,"1\$aWimmer, Friedrich.","10$aTheophrasti Eresii Opera Quae Supersunt Omnia Graeca, Recensuit latine Interpretatus Est, Indices Rerum et Verborum Absolutissimos Adjecit.","\1$aParis$b Firmin-Didot, 1931.",,"\\$aTheophrasti Eresii Opera Quae Supersunt Omnia Graeca, Recensuit latine Interpretatus Est, Indices Rerum et Verborum Absolutissimos Adjecit by Friedrich Wimmer (1931)",,,,\\$aYour library,00611     2200145 i 4500
2460,102438344,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4448 .A4 1909,\4$a888.0108,1\$aTheophrastus.,10$aTheophrasti Characteres.,"\1$aOxford$b Clarendon Press, 1909.",,\\$aTheophrasti Characteres by Theophrastus (1909),,,,\\$aYour library,00401     2200157 i 4500
2461,102438492,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3823 .A23 1890,,1\$aAeschines.,10$aAeschines in Ctesiphonta.,,,\\$aAeschines in Ctesiphonta by Aeschines (1890),,,,\\$aYour library,00325     2200133 i 4500
2462,102438739,MePoLT,20250518141722.0,\\$a2251004033,\\$aMePoLT$cMePoLT$erda,\4$aPA 4448 .A8 2003 V.1,\4$a581.4,1\$aTheophrastus.,"10$aRecherches sur les plantes: Tome I, Livres I - II.","\1$aParis$b Les Belles Lettres, 2003.",\\$a211  p.,\\$aRecherches sur les plantes: Tome I : Livres I - II. (Collection Des Universites De France Serie Grecque) (French Edition) by TH&Eacute;OPHRASTE (2003),,,,\\$aYour library,00579     2200181 i 4500
2463,102438773,MePoLT,20250518141722.0,\\$a2251004378,\\$aMePoLT$cMePoLT$erda,\4$aPA 4448 .A8 2003 V.3,,1\$aTheophrastus.,"10$aRecherches sur les plantes: Tome III, Livres V - VI.","\1$aParis$b Les Belles Lettres, 2003.",\\$a264  p.,\\$aRecherches sur les plantes: Tome III : Livres V - VI. (Collection Des Universites De France Serie Grecque) (French Edition) by TH&Eacute;OPHRASTE (2003),,,,\\$aYour library,00561     2200169 i 4500
2464,102438912,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4448 .D53 1917,\4$a152,"1\$aStratton, George Malcolm.",10$aTheophrastus and the Greek Physiological Psychology before Aristotle.,"\1$aLondon$b George Allen &amp; Unwin Ltd., 1917.",\\$a236  p.,\\$aTheophrastus and the Greek Physiological Psychology before Aristotle by George Malcolm Stratton (1917),,,,\\$aYour library,00548     2200169 i 4500
2465,102439585,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 3875 .A6 1909,\4$a882.01,1\$aAristophanes.,"10$aAcharnians of Aristophanes; with Introduction English Prose translation, Critical Notes and Commentarty.",,,"\\$aAcharnians of Aristophanes; with Introduction English Prose translation, Critical Notes and Commentarty by Aristophanes (1909)",,,,\\$aYour library,00511     2200145 i 4500
2466,102439673,MePoLT,20250518141722.0,\\$a0472084208,\\$aMePoLT$cMePoLT$erda,\4$aN 5865 .A3 I564,\4$a709.392,"1\$aHanfmann, George Maxim Anossov.",10$aFrom Croesus to Constantine: The Cities of Western Asia Minor and Their Arts in Greek and Roman Times (Jerome lectures).,"\1$bUniv of Michigan Pr,$c1974.",\\$a204  p.,\\$aFrom Croesus to Constantine: The Cities of Western Asia Minor and Their Arts in Greek and Roman Times (Jerome lectures) by George Maxim Anossov Hanfmann (1974),,,,\\$aYour library,00673     2200181 i 4500
2467,102439712,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aN 5770 .C8,,"1\$aCurtius, L.",10$aDie Wandmalerei Pompejis.,"\1$bGeorg Olms Verlagbuchhandlung,$c1960.",,\\$aDie Wandmalerei Pompejis by L Curtius (1960),,,,\\$aYour library,00373     2200145 i 4500
2468,102634404,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4244 .M259 1877,,"1\$aMaximus, astrologus.",10$aMaximi et Ammonis carminum. De actionum auspiciis reliquiae..,"\1$aLeipzig$b Teubner, 1877",\\$a144  p.,\\$aMaximi et Ammonis carminum. De actionum auspiciis reliquiae. by astrologus. Maximus (1877),,,,\\$aYour library,00482     2200157 i 4500
2469,102634470,MePoLT,20250518141722.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 4216 .A2 1889,,"1\$aB, Isocrates; Gustavus Eduardus [Gustav Eduard] Benseler & Fridericus [Friedrich].","10$aISOCRATIS [ISOCRATES] ORATIONES [2 VOLUME SET] Recognovit, Praefatus Est, Indicem Nominum Addidit Gustavus Eduardus Benseler. Editio Altera Stereotypa Curante Friderico Blass. Vol. I & Vol. II.","\1$bB. G. Teubner,$c1898.",,"\\$aISOCRATIS [ISOCRATES] ORATIONES [2 VOLUME SET] Recognovit, Praefatus Est, Indicem Nominum Addidit Gustavus Eduardus Benseler. Editio Altera Stereotypa Curante Friderico Blass. Vol. I & Vol. II by Isocrates; Gustavus Eduardus [Gustav Eduard] Benseler & Fridericus [Friedrich] B (1898)",,,,\\$aYour library,00841     2200145 i 4500
2470,102634601,MePoLT,20250518141723.0,\\$a1135404992,\\$aMePoLT$cMePoLT$erda,\4$aPA 6446 .A2 1903,,1\$aJuvenal.,10$aD Iuni Iuvenalis Saturarum Libri V.,"\1$aBoston/New York/Chicago$b D.C. Heath and Co., 1903.",,\\$aD Iuni Iuvenalis Saturarum Libri V by Juvenal (1903),,,,\\$aYour library,00435     2200157 i 4500
2471,102634711,MePoLT,20250518141723.0,\\$a1271011875,\\$aMePoLT$cMePoLT$erda,\4$aPA 6276 .S1 1862,,"1\$aCatullus, Gaius Valerius.","10$aLiber: Quaestionum Catullianarum, Volume 1, Issue 1... (Latin Edition).","\1$aGiessen$b I. Ricker, 1862.",\\$a382  p.,"\\$aLiber: Quaestionum Catullianarum, Volume 1, Issue 1... (Latin Edition) by Gaius Valerius Catullus (1862)",,,,\\$aYour library,00539     2200169 i 4500
2472,102634897,MePoLT,20250518141723.0,,\\$aMePoLT$cMePoLT$erda,\4$aPA 6067 .B37 1963,\4$a872.09,"1\$aBeare, W.",10$aThe Roman Stage: A Short History of Latin Drama in the Time of the Republic.,"\1$aNew York$b Barnes and Noble, 1963.",,\\$aThe Roman Stage: A Short History of Latin Drama in the Time of the Republic by W. Beare (1963),,,,\\$aYour library,00499     2200157 i 4500
2473,102634919,MePoLT,20250518141723.0,\\$a0930794729,\\$aMePoLT$cMePoLT$erda,\4$aPA 4396 .D4 1983,\4$a883.01,"1\$aLamberton, Robert.",10$aPorphyry: On the Cave of the Nymphs.,"\1$aBarrytown$b Station Hill Press, 1983.",,\\$aPorphyry: On the Cave of the Nymphs by Robert Lamberton (1983),,,,\\$aYour library,00465     2200169 i 4500
